A,Quantity,Transaction,Store,Product
30879,1,95762,8,Pens
30880,18,95762,8,Pens
30881,1,95765,3,Pens
30882,1,95777,2,Candy Bar
30883,4,95783,3,Candy Bar
30884,1,95783,3,Candy Bar
30885,4,95783,3,Candy Bar
30886,3,95783,3,Candy Bar
30887,3,95783,3,Candy Bar
30888,1,95783,3,Toothpaste
30889,3,95783,3,Toothpaste
30890,1,95798,9,Toothpaste
30891,2,95804,2,Greeting Cards
30892,1,95807,2,Toothpaste
30893,1,95807,2,Toothpaste
30894,1,95807,2,Toothpaste
30895,1,95807,2,Toothpaste
30896,1,95807,2,Toothpaste
30897,1,95807,2,Magazine
30898,1,95807,2,Magazine
30899,1,95807,2,Greeting Cards
30900,1,95807,2,Greeting Cards
30901,1,95807,2,Candy Bar
30902,1,95807,2,Candy Bar
30903,1,95810,1,Candy Bar
30904,2,95813,8,Magazine
30905,1,95819,2,Soap
30906,2,95837,9,Magazine
30907,1,95840,6,Bow
30908,1,95840,6,Bow
30909,1,95840,6,Bow
30910,27,95840,6,Toothbrush
30911,6,95852,4,Candy Bar
30912,1,95852,4,Candy Bar
30913,6,95852,4,Candy Bar
30914,11,95852,4,Pens
30915,12,95852,4,Pens
30916,4,95852,4,Soap
30917,10,95858,3,Toothbrush
30918,2,95858,3,Toothbrush
30919,1,95858,3,Candy Bar
30920,2,95858,3,Soap
30921,1,95861,1,Soap
30922,1,95864,10,Pens
30923,3,95873,1,Pens
30924,1,95879,5,Pens
30925,1,95879,5,Pens
30926,2,95882,7,Soap
30927,2,95882,7,Soap
30928,4,95882,7,Toothbrush
30929,2,95885,6,Pens
30930,2,95885,6,Magazine
30931,2,95888,5,Pens
30932,1,95888,5,Perfume
30933,2,95900,4,Greeting Cards
30934,2,95903,9,Candy Bar
30935,2,95906,6,Candy Bar
30936,2,95909,3,Greeting Cards
30937,3,95912,1,Pens
30938,1,95918,3,Candy Bar
30939,1,95918,3,Pencils
30940,1,95924,9,Pencils
30941,1,95927,9,Greeting Cards
30942,1,95933,5,Pens
30943,1,95939,8,Pens
30944,1,95945,2,Pens
30945,1,95948,3,Pens
30946,2,95957,2,Greeting Cards
30947,2,95957,2,Greeting Cards
30948,2,95957,2,Pencils
30949,2,95963,6,Perfume
30950,1,95969,2,Candy Bar
30951,1,95969,2,Candy Bar
30952,8,95975,9,Perfume
30953,1,95978,2,Greeting Cards
30954,1,95978,2,Greeting Cards
30955,2,95981,3,Greeting Cards
30956,2,95981,3,Candy Bar
30957,1,95990,3,Greeting Cards
30958,1,95990,3,Greeting Cards
30959,1,95993,8,Photo Processing
30960,3,96011,5,Pain Reliever
30961,1,96011,5,Pain Reliever
30962,1,96032,1,Photo Processing
30963,1,96032,1,Candy Bar
30964,1,96032,1,Candy Bar
30965,1,96032,1,Magazine
30966,1,96032,1,Magazine
30967,1,96032,1,Greeting Cards
30968,1,96035,9,Pens
30969,1,96038,2,Pens
30970,1,96041,4,Pens
30971,1,96044,2,Pens
30972,1,96047,5,Perfume
30973,1,96050,7,Pens
30974,1,96062,4,Candy Bar
30975,1,96062,4,Candy Bar
30976,1,96065,5,Pens
30977,1,96065,5,Pens
30978,1,96077,4,Candy Bar
30979,3,96080,2,Wrapping Paper
30980,6,96080,2,Wrapping Paper
30981,3,96080,2,Wrapping Paper
30982,3,96080,2,Wrapping Paper
30983,3,96083,8,Magazine
30984,1,96092,3,Pens
30985,1,96092,3,Pens
30986,1,96095,1,Soap
30987,1,96101,3,Soap
30988,1,96101,3,Magazine
30989,1,96101,3,Pens
30990,8,96110,5,Soap
30991,1,96116,3,Pens
30992,9,96119,4,Soap
30993,1,96125,1,Soap
30994,10,96125,1,Pencils
30995,10,96125,1,Pencils
30996,10,96125,1,Pencils
30997,10,96125,1,Pencils
30998,2,96137,9,Soap
30999,1,96140,3,Soap
31000,2,96140,3,Soap
31001,1,96140,3,Soap
31002,1,96149,9,Prescription Med
31003,3,96152,7,Magazine
31004,1,96152,7,Pens
31005,2,96158,6,Soap
31006,1,96173,9,Pencils
31007,2,96173,9,Toothpaste
31008,1,96182,9,Magazine
31009,1,96182,9,Greeting Cards
31010,1,96182,9,Candy Bar
31011,2,96182,9,Candy Bar
31012,1,96182,9,Candy Bar
31013,1,96185,2,Shampoo
31014,5,96185,2,Shampoo
31015,1,96185,2,Pencils
31016,1,96185,2,Pencils
31017,1,96185,2,Pencils
31018,1,96185,2,Pencils
31019,3,96197,1,Magazine
31020,3,96200,8,Magazine
31021,10,96200,8,Toothpaste
31022,5,96200,8,Toothpaste
31023,16,96200,8,Toothpaste
31024,1,96200,8,Bow
31025,1,96200,8,Bow
31026,1,96200,8,Bow
31027,1,96200,8,Bow
31028,1,96200,8,Pens
31029,1,96200,8,Pens
31030,3,96200,8,Pens
31031,8,96200,8,Pens
31032,16,96200,8,Toothbrush
31033,1,96206,7,Toothpaste
31034,11,96206,7,Toothpaste
31035,1,96206,7,Toothpaste
31036,1,96206,7,Toothpaste
31037,5,96206,7,Toothpaste
31038,1,96206,7,Toothpaste
31039,6,96206,7,Toothpaste
31040,1,96206,7,Toothpaste
31041,20,96206,7,Toothpaste
31042,4,96206,7,Toothpaste
31043,1,96206,7,Toothpaste
31044,1,96206,7,Toothpaste
31045,2,96215,4,Toothpaste
31046,2,96215,4,Toothpaste
31047,2,96215,4,Toothpaste
31048,2,96215,4,Toothpaste
31049,2,96215,4,Toothpaste
31050,2,96215,4,Toothpaste
31051,4,96215,4,Toothpaste
31052,1,96218,6,Pens
31053,1,96218,6,Pens
31054,1,96218,6,Candy Bar
31055,1,96218,6,Magazine
31056,1,96218,6,Bow
31057,1,96221,6,Soap
31058,1,96221,6,Markers
31059,1,96221,6,Markers
31060,1,96221,6,Markers
31061,1,96221,6,Markers
31062,1,96221,6,Markers
31063,1,96221,6,Markers
31064,3,96221,6,Toothpaste
31065,14,96221,6,Toothpaste
31066,3,96221,6,Toothpaste
31067,14,96221,6,Toothpaste
31068,16,96221,6,Toothpaste
31069,5,96221,6,Toothpaste
31070,2,96221,6,Toothpaste
31071,3,96221,6,Toothpaste
31072,1,96221,6,Toothpaste
31073,5,96221,6,Toothpaste
31074,19,96221,6,Toothpaste
31075,38,96221,6,Pencils
31076,17,96224,4,Bow
31077,1,96227,2,Pens
31078,1,96230,8,Soap
31079,1,96230,8,Soap
31080,1,96230,8,Soap
31081,1,96230,8,Soap
31082,1,96233,8,Toothpaste
31083,1,96233,8,Toothpaste
31084,1,96233,8,Toothpaste
31085,1,96233,8,Magazine
31086,1,96233,8,Magazine
31087,3,96245,2,Soap
31088,1,96245,2,Pens
31089,1,96248,3,Pens
31090,2,96248,3,Soap
31091,1,96260,1,Candy Bar
31092,1,96260,1,Candy Bar
31093,1,96260,1,Candy Bar
31094,1,96260,1,Candy Bar
31095,1,96260,1,Candy Bar
31096,1,96260,1,Magazine
31097,1,96269,7,Toothpaste
31098,1,96269,7,Toothpaste
31099,1,96281,9,Soap
31100,2,96284,9,Soap
31101,2,96284,9,Soap
31102,2,96284,9,Soap
31103,2,96284,9,Soap
31104,2,96284,9,Magazine
31105,1,96284,9,Magazine
31106,1,96287,8,Toothbrush
31107,2,96290,10,Bow
31108,1,96293,10,Soap
31109,1,96293,10,Soap
31110,5,96293,10,Soap
31111,1,96293,10,Soap
31112,1,96293,10,Soap
31113,1,96293,10,Pencils
31114,1,96293,10,Candy Bar
31115,1,96293,10,Toothbrush
31116,1,96299,1,Pens
31117,1,96308,7,Magazine
31118,1,96308,7,Toothpaste
31119,10,96311,1,Toothbrush
31120,4,96311,1,Pens
31121,4,96311,1,Pens
31122,1,96314,3,Toothbrush
31123,2,96317,10,Magazine
31124,1,96317,10,Magazine
31125,3,96320,8,Wrapping Paper
31126,1,96320,8,Soap
31127,2,96329,4,Wrapping Paper
31128,2,96329,4,Wrapping Paper
31129,2,96329,4,Wrapping Paper
31130,1,96332,4,Wrapping Paper
31131,1,96332,4,Wrapping Paper
31132,1,96332,4,Wrapping Paper
31133,2,96332,4,Wrapping Paper
31134,1,96332,4,Wrapping Paper
31135,1,96332,4,Wrapping Paper
31136,1,96332,4,Magazine
31137,1,96338,5,Bow
31138,1,96344,4,Bow
31139,1,96344,4,Wrapping Paper
31140,1,96347,7,Wrapping Paper
31141,3,96350,3,Bow
31142,1,96350,3,Candy Bar
31143,1,96350,3,Pencils
31144,1,96368,6,Wrapping Paper
31145,7,96371,2,Pens
31146,1,96377,1,Candy Bar
31147,1,96377,1,Candy Bar
31148,2,96377,1,Candy Bar
31149,2,96377,1,Candy Bar
31150,2,96377,1,Candy Bar
31151,2,96377,1,Candy Bar
31152,1,96377,1,Candy Bar
31153,3,96377,1,Magazine
31154,2,96377,1,Toothpaste
31155,1,96377,1,Toothpaste
31156,12,96383,8,Toothpaste
31157,1,96383,8,Candy Bar
31158,4,96383,8,Candy Bar
31159,7,96383,8,Candy Bar
31160,8,96383,8,Greeting Cards
31161,6,96383,8,Pencils
31162,12,96383,8,Magazine
31163,12,96389,3,Candy Bar
31164,1,96401,1,Photo Processing
31165,1,96404,10,Soap
31166,2,96410,3,Soap
31167,15,96410,3,Soap
31168,9,96410,3,Soap
31169,9,96410,3,Soap
31170,3,96410,3,Soap
31171,1,96410,3,Soap
31172,1,96410,3,Soap
31173,1,96410,3,Soap
31174,2,96422,6,Toothpaste
31175,2,96422,6,Toothpaste
31176,3,96422,6,Toothpaste
31177,1,96434,10,Wrapping Paper
31178,1,96440,7,Wrapping Paper
31179,1,96443,10,Wrapping Paper
31180,1,96446,6,Magazine
31181,1,96452,5,Wrapping Paper
31182,1,96458,9,Candy Bar
31183,5,96458,9,Soap
31184,1,96461,5,Photo Processing
31185,1,96464,7,Toothpaste
31186,3,96464,7,Toothpaste
31187,4,96467,2,Wrapping Paper
31188,2,96476,9,Pens
31189,20,96476,9,Wrapping Paper
31190,4,96476,9,Wrapping Paper
31191,1,96479,4,Wrapping Paper
31192,1,96479,4,Pain Reliever
31193,1,96485,2,Magazine
31194,5,96485,2,Toothbrush
31195,1,96485,2,Soap
31196,1,96485,2,Soap
31197,5,96491,8,Pens
31198,22,96491,8,Pens
31199,2,96500,8,Pens
31200,5,96503,5,Pens
31201,13,96503,5,Pens
31202,5,96503,5,Pens
31203,2,96509,7,Bow
31204,2,96518,3,Pencils
31205,1,96518,3,Pencils
31206,2,96518,3,Pencils
31207,2,96518,3,Pencils
31208,1,96518,3,Pencils
31209,1,96518,3,Pencils
31210,2,96521,6,Magazine
31211,2,96521,6,Magazine
31212,2,96527,10,Pencils
31213,2,96530,3,Greeting Cards
31214,3,96536,10,Candy Bar
31215,4,96539,4,Magazine
31216,1,96551,6,Magazine
31217,1,96551,6,Toothpaste
31218,1,96551,6,Toothpaste
31219,1,96551,6,Toothpaste
31220,1,96551,6,Toothpaste
31221,1,96551,6,Toothpaste
31222,25,96563,10,Markers
31223,1,96566,1,Bow
31224,1,96566,1,Bow
31225,1,96566,1,Bow
31226,1,96566,1,Bow
31227,1,96566,1,Bow
31228,1,96566,1,Bow
31229,1,96566,1,Bow
31230,6,96566,1,Pens
31231,6,96566,1,Toothbrush
31232,1,96575,9,Markers
31233,1,96575,9,Markers
31234,1,96578,10,Markers
31235,1,96578,10,Markers
31236,1,96578,10,Markers
31237,1,96578,10,Markers
31238,1,96581,6,Prescription Med
31239,1,96581,6,Prescription Med
31240,1,96581,6,Prescription Med
31241,1,96581,6,Soap
31242,1,96581,6,Soap
31243,1,96581,6,Soap
31244,1,96587,1,Perfume
31245,1,96587,1,Wrapping Paper
31246,1,96590,9,Perfume
31247,1,96593,1,Magazine
31248,1,96596,2,Magazine
31249,1,96596,2,Magazine
31250,2,96602,2,Greeting Cards
31251,2,96602,2,Magazine
31252,2,96602,2,Pencils
31253,2,96602,2,Pencils
31254,2,96602,2,Pencils
31255,1,96605,1,Magazine
31256,1,96605,1,Toothpaste
31257,1,96605,1,Toothpaste
31258,1,96605,1,Toothpaste
31259,1,96605,1,Toothpaste
31260,1,96605,1,Greeting Cards
31261,1,96614,4,Pens
31262,1,96620,3,Prescription Med
31263,1,96620,3,Prescription Med
31264,1,96620,3,Prescription Med
31265,1,96620,3,Prescription Med
31266,1,96620,3,Prescription Med
31267,6,96626,10,Magazine
31268,2,96635,4,Wrapping Paper
31269,1,96638,10,Toothpaste
31270,2,96644,3,Toothbrush
31271,1,96650,2,Magazine
31272,1,96659,5,Candy Bar
31273,1,96659,5,Candy Bar
31274,1,96659,5,Magazine
31275,1,96659,5,Greeting Cards
31276,17,96665,8,Magazine
31277,1,96674,9,Pens
31278,1,96674,9,Pens
31279,1,96680,1,Magazine
31280,1,96680,1,Greeting Cards
31281,1,96680,1,Greeting Cards
31282,1,96680,1,Toothpaste
31283,1,96683,3,Greeting Cards
31284,1,96683,3,Pencils
31285,1,96683,3,Toothpaste
31286,1,96686,2,Pens
31287,2,96686,2,Pens
31288,5,96695,10,Pens
31289,1,96710,10,Pain Reliever
31290,1,96710,10,Photo Processing
31291,1,96710,10,Photo Processing
31292,4,96710,10,Perfume
31293,8,96716,8,Toothbrush
31294,2,96725,8,Bow
31295,3,96731,3,Perfume
31296,6,96731,3,Perfume
31297,10,96731,3,Toothbrush
31298,3,96740,10,Toothpaste
31299,2,96743,2,Candy Bar
31300,1,96746,1,Magazine
31301,1,96752,7,Toothpaste
31302,1,96752,7,Candy Bar
31303,1,96764,6,Bow
31304,1,96764,6,Bow
31305,14,96764,6,Toothbrush
31306,8,96767,8,Toothbrush
31307,2,96773,7,Pencils
31308,2,96773,7,Greeting Cards
31309,2,96773,7,Magazine
31310,1,96779,1,Greeting Cards
31311,2,96785,1,Toothpaste
31312,1,96803,8,Pens
31313,9,96809,3,Pens
31314,10,96824,2,Deodorant
31315,1,96836,3,Magazine
31316,1,96842,8,Prescription Med
31317,1,96842,8,Wrapping Paper
31318,1,96842,8,Wrapping Paper
31319,1,96842,8,Wrapping Paper
31320,1,96842,8,Wrapping Paper
31321,1,96842,8,Wrapping Paper
31322,1,96842,8,Wrapping Paper
31323,1,96842,8,Wrapping Paper
31324,1,96842,8,Wrapping Paper
31325,2,96848,8,Markers
31326,2,96848,8,Markers
31327,2,96848,8,Markers
31328,2,96848,8,Markers
31329,2,96851,2,Magazine
31330,2,96857,6,Pens
31331,1,96860,6,Bow
31332,3,96866,10,Magazine
31333,2,96866,10,Toothpaste
31334,3,96866,10,Toothpaste
31335,3,96866,10,Toothpaste
31336,3,96866,10,Toothpaste
31337,2,96869,4,Toothpaste
31338,3,96869,4,Toothpaste
31339,3,96869,4,Toothpaste
31340,3,96869,4,Toothpaste
31341,9,96875,9,Magazine
31342,4,96881,2,Toothpaste
31343,1,96890,8,Pens
31344,1,96899,4,Pens
31345,4,96905,5,Magazine
31346,1,96911,9,Pencils
31347,2,96911,9,Pencils
31348,1,96911,9,Pencils
31349,1,96911,9,Pencils
31350,1,96911,9,Magazine
31351,1,96911,9,Toothpaste
31352,1,96911,9,Toothpaste
31353,1,96911,9,Toothpaste
31354,1,96911,9,Toothpaste
31355,1,96914,5,Soap
31356,1,96914,5,Soap
31357,2,96914,5,Soap
31358,1,96914,5,Magazine
31359,1,96917,5,Soap
31360,1,96926,2,Pens
31361,6,96926,2,Toothbrush
31362,6,96926,2,Soap
31363,2,96926,2,Soap
31364,4,96926,2,Soap
31365,2,96929,5,Magazine
31366,1,96932,5,Magazine
31367,1,96932,5,Candy Bar
31368,1,96932,5,Candy Bar
31369,1,96932,5,Soap
31370,1,96932,5,Greeting Cards
31371,4,96941,4,Soap
31372,1,96941,4,Soap
31373,1,96953,9,Magazine
31374,1,96953,9,Magazine
31375,1,96953,9,Magazine
31376,2,96956,10,Candy Bar
31377,2,96956,10,Candy Bar
31378,3,96959,1,Magazine
31379,1,96962,1,Bow
31380,2,96965,4,Pens
31381,1,96968,2,Toothpaste
31382,10,96971,4,Toothbrush
31383,1,96971,4,Bow
31384,2,96971,4,Bow
31385,1,96971,4,Bow
31386,1,96971,4,Bow
31387,1,96971,4,Bow
31388,1,96971,4,Bow
31389,1,96971,4,Bow
31390,2,96983,8,Soap
31391,1,96986,9,Pens
31392,1,96986,9,Pens
31393,1,96986,9,Pens
31394,1,96986,9,Pens
31395,1,96986,9,Pens
31396,1,96986,9,Toothbrush
31397,1,96986,9,Greeting Cards
31398,1,96986,9,Greeting Cards
31399,2,96986,9,Candy Bar
31400,2,96986,9,Candy Bar
31401,2,96986,9,Candy Bar
31402,2,96986,9,Candy Bar
31403,2,96986,9,Candy Bar
31404,2,96986,9,Toothpaste
31405,1,96986,9,Pencils
31406,2,96989,7,Magazine
31407,1,96992,4,Pens
31408,1,96998,6,Soap
31409,25,96998,6,Soap
31410,1,96998,6,Soap
31411,1,96998,6,Soap
31412,1,97001,7,Soap
31413,1,97001,7,Soap
31414,3,97001,7,Soap
31415,1,97001,7,Soap
31416,1,97001,7,Soap
31417,1,97001,7,Magazine
31418,1,97001,7,Magazine
31419,1,97007,9,Soap
31420,1,97007,9,Soap
31421,1,97007,9,Soap
31422,2,97013,7,Candy Bar
31423,4,97028,3,Soap
31424,2,97028,3,Soap
31425,4,97028,3,Soap
31426,2,97028,3,Soap
31427,2,97028,3,Soap
31428,3,97031,3,Soap
31429,1,97031,3,Soap
31430,1,97034,5,Wrapping Paper
31431,2,97043,1,Toothpaste
31432,1,97043,1,Toothpaste
31433,1,97043,1,Toothpaste
31434,1,97049,1,Pens
31435,4,97067,4,Pens
31436,5,97070,7,Deodorant
31437,10,97085,4,Magazine
31438,1,97088,5,Magazine
31439,1,97088,5,Candy Bar
31440,1,97088,5,Candy Bar
31441,1,97088,5,Candy Bar
31442,1,97088,5,Candy Bar
31443,1,97088,5,Toothpaste
31444,1,97088,5,Toothpaste
31445,1,97088,5,Toothpaste
31446,1,97088,5,Toothpaste
31447,1,97088,5,Toothpaste
31448,3,97103,6,Magazine
31449,3,97103,6,Wrapping Paper
31450,3,97103,6,Wrapping Paper
31451,3,97103,6,Wrapping Paper
31452,3,97103,6,Wrapping Paper
31453,3,97103,6,Wrapping Paper
31454,3,97103,6,Prescription Med
31455,1,97109,9,Candy Bar
31456,1,97115,10,Shampoo
31457,1,97127,4,Perfume
31458,1,97139,4,Bow
31459,3,97139,4,Bow
31460,3,97139,4,Bow
31461,8,97139,4,Bow
31462,3,97139,4,Bow
31463,3,97139,4,Shampoo
31464,1,97139,4,Shampoo
31465,3,97139,4,Shampoo
31466,4,97139,4,Pens
31467,21,97139,4,Pens
31468,21,97139,4,Pens
31469,37,97139,4,Toothbrush
31470,4,97142,8,Shampoo
31471,1,97154,1,Photo Processing
31472,1,97157,8,Pens
31473,8,97160,2,Candy Bar
31474,1,97169,6,Soap
31475,2,97175,9,Candy Bar
31476,2,97178,8,Candy Bar
31477,2,97178,8,Toothpaste
31478,2,97178,8,Toothpaste
31479,2,97178,8,Pencils
31480,2,97181,9,Candy Bar
31481,45,97187,6,Candy Bar
31482,45,97187,6,Candy Bar
31483,45,97187,6,Candy Bar
31484,45,97187,6,Toothpaste
31485,2,97190,9,Toothbrush
31486,2,97193,10,Toothbrush
31487,1,97193,10,Wrapping Paper
31488,4,97199,1,Candy Bar
31489,4,97199,1,Candy Bar
31490,4,97199,1,Candy Bar
31491,4,97214,3,Magazine
31492,1,97223,10,Magazine
31493,1,97232,7,Magazine
31494,1,97238,9,Magazine
31495,1,97241,6,Toothpaste
31496,1,97241,6,Toothpaste
31497,1,97244,3,Bow
31498,1,97247,4,Shampoo
31499,4,97250,8,Candy Bar
31500,1,97256,7,Toothpaste
31501,1,97265,3,Magazine
31502,1,97268,3,Toothpaste
31503,1,97271,7,Shampoo
31504,2,97277,1,Magazine
31505,1,97280,10,Magazine
31506,1,97283,2,Magazine
31507,1,97301,9,Soap
31508,1,97304,6,Soap
31509,2,97304,6,Soap
31510,1,97304,6,Soap
31511,1,97304,6,Soap
31512,1,97304,6,Soap
31513,1,97304,6,Soap
31514,4,97304,6,Toothbrush
31515,1,97307,9,Wrapping Paper
31516,1,97307,9,Wrapping Paper
31517,4,97313,4,Toothbrush
31518,10,97319,1,Toothbrush
31519,18,97319,1,Toothbrush
31520,9,97319,1,Toothbrush
31521,2,97319,1,Bow
31522,3,97319,1,Bow
31523,2,97319,1,Bow
31524,2,97319,1,Bow
31525,2,97319,1,Bow
31526,2,97319,1,Bow
31527,1,97319,1,Bow
31528,1,97328,6,Soap
31529,1,97331,5,Magazine
31530,1,97334,10,Magazine
31531,2,97334,10,Magazine
31532,1,97337,7,Candy Bar
31533,50,97349,6,Pens
31534,4,97352,5,Toothbrush
31535,4,97352,5,Pens
31536,3,97355,10,Pens
31537,1,97367,7,Candy Bar
31538,1,97367,7,Candy Bar
31539,1,97367,7,Candy Bar
31540,1,97367,7,Candy Bar
31541,1,97367,7,Toothpaste
31542,6,97373,6,Pens
31543,1,97373,6,Magazine
31544,5,97373,6,Shampoo
31545,1,97373,6,Shampoo
31546,2,97373,6,Toothbrush
31547,2,97379,4,Soap
31548,2,97379,4,Soap
31549,2,97379,4,Soap
31550,1,97388,3,Magazine
31551,1,97388,3,Magazine
31552,1,97388,3,Magazine
31553,1,97391,3,Toothpaste
31554,1,97397,6,Prescription Med
31555,1,97406,9,Wrapping Paper
31556,1,97409,5,Magazine
31557,4,97412,4,Pens
31558,1,97415,6,Magazine
31559,1,97418,4,Magazine
31560,2,97433,4,Candy Bar
31561,1,97445,2,Pencils
31562,1,97454,4,Magazine
31563,1,97457,2,Wrapping Paper
31564,3,97472,1,Wrapping Paper
31565,14,97472,1,Wrapping Paper
31566,1,97478,2,Magazine
31567,1,97481,5,Magazine
31568,1,97481,5,Magazine
31569,6,97484,5,Magazine
31570,4,97484,5,Magazine
31571,1,97490,8,Toothpaste
31572,1,97505,9,Toothpaste
31573,1,97508,10,Markers
31574,1,97508,10,Markers
31575,1,97508,10,Markers
31576,1,97508,10,Markers
31577,1,97508,10,Markers
31578,1,97508,10,Markers
31579,1,97511,10,Soap
31580,1,97514,7,Pens
31581,2,97514,7,Pens
31582,1,97514,7,Pens
31583,1,97517,7,Soap
31584,1,97517,7,Toothbrush
31585,1,97529,9,Pens
31586,2,97529,9,Pens
31587,1,97529,9,Pens
31588,1,97532,8,Soap
31589,1,97541,1,Soap
31590,1,97544,5,Magazine
31591,6,97544,5,Magazine
31592,10,97544,5,Magazine
31593,1,97547,1,Magazine
31594,1,97547,1,Magazine
31595,1,97550,10,Candy Bar
31596,1,97550,10,Candy Bar
31597,5,97562,3,Magazine
31598,2,97565,4,Toothpaste
31599,1,97571,2,Pens
31600,1,97571,2,Magazine
31601,1,97607,10,Pens
31602,3,97607,10,Pens
31603,1,97607,10,Pens
31604,1,97610,7,Toothpaste
31605,1,97613,4,Toothpaste
31606,4,97619,2,Pens
31607,2,97625,5,Magazine
31608,1,97631,8,Pens
31609,1,97634,9,Toothpaste
31610,2,97634,9,Candy Bar
31611,2,97643,8,Pencils
31612,2,97658,6,Wrapping Paper
31613,1,97661,10,Candy Bar
31614,1,97661,10,Candy Bar
31615,1,97661,10,Candy Bar
31616,1,97661,10,Toothpaste
31617,1,97661,10,Magazine
31618,1,97664,7,Candy Bar
31619,1,97667,8,Magazine
31620,1,97667,8,Perfume
31621,1,97673,9,Greeting Cards
31622,1,97673,9,Greeting Cards
31623,1,97673,9,Greeting Cards
31624,1,97673,9,Greeting Cards
31625,1,97676,5,Greeting Cards
31626,1,97679,4,Toothpaste
31627,1,97682,2,Toothbrush
31628,56,97685,7,Toothbrush
31629,2,97685,7,Bow
31630,2,97685,7,Bow
31631,2,97685,7,Bow
31632,2,97685,7,Bow
31633,2,97685,7,Magazine
31634,2,97688,6,Bow
31635,4,97691,10,Bow
31636,4,97694,7,Bow
31637,2,97700,8,Bow
31638,2,97700,8,Bow
31639,1,97703,10,Photo Processing
31640,1,97709,6,Greeting Cards
31641,1,97715,6,Pencils
31642,10,97721,9,Pencils
31643,1,97733,2,Pencils
31644,1,97736,6,Toothpaste
31645,1,97736,6,Toothpaste
31646,1,97736,6,Toothpaste
31647,1,97736,6,Toothpaste
31648,2,97736,6,Toothpaste
31649,1,97736,6,Photo Processing
31650,1,97742,1,Toothpaste
31651,2,97745,8,Magazine
31652,1,97745,8,Magazine
31653,1,97748,2,Magazine
31654,1,97748,2,Magazine
31655,1,97748,2,Magazine
31656,2,97748,2,Magazine
31657,1,97748,2,Magazine
31658,1,97748,2,Magazine
31659,2,97748,2,Magazine
31660,1,97748,2,Magazine
31661,1,97748,2,Magazine
31662,1,97751,1,Pens
31663,2,97760,4,Pens
31664,1,97769,6,Pencils
31665,1,97775,9,Candy Bar
31666,1,97775,9,Greeting Cards
31667,1,97790,10,Candy Bar
31668,1,97805,2,Pencils
31669,2,97817,8,Pencils
31670,2,97820,2,Pencils
31671,2,97826,2,Toothpaste
31672,2,97826,2,Toothpaste
31673,1,97826,2,Toothpaste
31674,1,97826,2,Toothpaste
31675,1,97832,7,Magazine
31676,1,97832,7,Toothpaste
31677,1,97832,7,Toothpaste
31678,1,97832,7,Toothpaste
31679,1,97832,7,Toothpaste
31680,1,97835,9,Perfume
31681,25,97841,1,Candy Bar
31682,10,97841,1,Toothpaste
31683,4,97841,1,Toothpaste
31684,25,97841,1,Toothpaste
31685,5,97850,7,Toothpaste
31686,2,97862,9,Magazine
31687,1,97865,1,Greeting Cards
31688,1,97865,1,Greeting Cards
31689,1,97865,1,Magazine
31690,6,97868,10,Pencils
31691,4,97868,10,Toothpaste
31692,2,97868,10,Toothpaste
31693,2,97871,1,Toothpaste
31694,1,97874,4,Magazine
31695,1,97874,4,Toothpaste
31696,1,97877,4,Toothpaste
31697,3,97892,5,Perfume
31698,8,97895,4,Perfume
31699,10,97895,4,Perfume
31700,2,97895,4,Toothbrush
31701,1,97904,7,Greeting Cards
31702,1,97904,7,Magazine
31703,1,97910,9,Pencils
31704,1,97916,1,Toothpaste
31705,1,97916,1,Toothpaste
31706,1,97925,9,Toothpaste
31707,1,97925,9,Greeting Cards
31708,2,97934,1,Pencils
31709,1,97943,5,Pain Reliever
31710,1,97952,7,Pencils
31711,1,97955,9,Pens
31712,1,97958,4,Pencils
31713,1,97958,4,Pencils
31714,1,97958,4,Magazine
31715,1,97958,4,Greeting Cards
31716,2,97967,7,Perfume
31717,1,97970,8,Photo Processing
31718,1,97970,8,Photo Processing
31719,1,97976,5,Pens
31720,1,97979,5,Pens
31721,1,97979,5,Photo Processing
31722,1,97979,5,Photo Processing
31723,1,97985,8,Pencils
31724,2,97988,8,Toothpaste
31725,1,97991,5,Toothpaste
31726,1,97994,8,Toothpaste
31727,2,98003,9,Greeting Cards
31728,2,98003,9,Greeting Cards
31729,3,98006,10,Toothpaste
31730,1,98015,9,Prescription Med
31731,1,98015,9,Prescription Med
31732,1,98015,9,Prescription Med
31733,1,98021,7,Shampoo
31734,1,98024,4,Magazine
31735,2,98024,4,Magazine
31736,1,98024,4,Magazine
31737,1,98027,4,Wrapping Paper
31738,1,98027,4,Toothpaste
31739,2,98039,1,Soap
31740,1,98042,2,Toothpaste
31741,8,98045,10,Toothpaste
31742,3,98045,10,Toothpaste
31743,2,98051,6,Toothpaste
31744,2,98051,6,Toothpaste
31745,8,98051,6,Toothpaste
31746,3,98051,6,Toothpaste
31747,12,98051,6,Toothpaste
31748,15,98051,6,Toothpaste
31749,10,98051,6,Toothpaste
31750,2,98051,6,Toothpaste
31751,17,98051,6,Toothpaste
31752,5,98051,6,Toothpaste
31753,4,98051,6,Soap
31754,36,98051,6,Pencils
31755,4,98051,6,Wrapping Paper
31756,1,98054,8,Toothpaste
31757,1,98054,8,Toothpaste
31758,18,98054,8,Toothpaste
31759,2,98054,8,Toothpaste
31760,17,98054,8,Toothpaste
31761,5,98060,2,Toothbrush
31762,1,98063,2,Magazine
